"vf_age","vf_party","vf_racename","vf_female","tolerance.t0","tolerance.t1","tolerance.t2","tolerance.t3","tolerance.t4","treatment.delivered","treat_ind"
49,"R","Caucasian",0,-1.940303318255,NA,-1.5260349738422,-1.83843413398505,-1.19485190053755,FALSE,0
37,"R","Hispanic",0,-1.12305205488697,-0.30717173820243,-1.38706853986243,-0.613134257301036,-0.642322756755222,FALSE,1
83,"R","Hispanic",0,-2.20418503402838,-1.89177160500332,-1.8571641570508,-1.14160632240175,-1.2824582220488,TRUE,1
77,"R","Caucasian",0,-1.17940652160619,-1.40643834966899,-0.909560707589806,-2.05721009511729,-1.11995274826074,FALSE,0
66,"R","Hispanic",1,-1.43478076645101,-1.40643834966899,-2.12955410665174,-2.05721009511729,-1.11995274826074,FALSE,0
64,"D","Caucasian",0,0.170834111194257,0.349966122161612,0.40840027545816,0.451232980186699,0.418084435240536,FALSE,0
72,"D","Hispanic",1,1.45789599469993,0.75267977154696,1.28082392328258,1.43346125756602,1.76031102391242,FALSE,0
40,"D","Hispanic",1,0.434715826967632,0.754145973474592,1.02558867062864,0.895923252713298,0.863127293321139,FALSE,0
24,"N","Hispanic",0,0.423595387096253,NA,NA,NA,NA,FALSE,0
55,"D","African American",0,-0.0845401336505679,-0.764586333477358,-0.651834442698025,0.0301241887098458,-0.628125938429972,TRUE,1
47,"N","Caucasian",1,0.423595387096253,0.755395110181884,0.446066104696556,0.614252637476777,0.581173523474987,FALSE,0
68,"D","Hispanic",1,-1.36469289091758,-0.547869772917835,-0.251119998410921,0.319196827365426,-0.955882896970527,FALSE,1
69,"D","Caucasian",1,0.179341582122808,0.308031750833477,1.49274176281063,0.75355926506909,1.34836485598445,TRUE,1
51,"N","Hispanic",0,-1.940303318255,-2.12035744877195,-2.08974461808309,-1.74675316357613,-1.84880680465673,FALSE,0
72,"D","Caucasian",0,-2.20418503402838,-1.39938884076168,-0.164223437818767,-1.11762650774896,-1.13046286017925,FALSE,0
69,"R","Hispanic",0,-2.20418503402838,-2.25798156033038,-1.99120422753542,-1.77553947988077,-1.10971160972983,TRUE,1
64,"D","Caucasian",1,0.168221142251428,0.4080798041537,0.463749706392026,0.182776885308505,0.273789200237952,FALSE,0
47,"D","Hispanic",0,-0.0845401336505679,-0.0961481004795024,0.408943338549173,0.298498981274238,0.158973558599078,FALSE,0
41,"R","Caucasian",0,-2.01998969728041,-1.13476076414663,-1.54453977767364,-1.70320849660295,-1.15836641366768,FALSE,1
38,"D","African American",1,-2.20418503402838,-0.837441091884102,-1.91903620757656,-1.565601799414,-1.23979733251716,TRUE,1
43,"D","Caucasian",1,0.731812048915631,1.20496720793942,1.15760330870783,1.22760313269244,0.87620021884999,TRUE,1
43,"D","Caucasian",1,2.03510476672724,1.32409050794669,1.02558867062864,2.08539325201968,2.05714401566061,TRUE,1
30,"R","Hispanic",0,0.157216245831149,0.572290132518353,1.09252171627894,1.15961324560839,1.13745056638689,FALSE,0
36,"D","Hispanic",0,-0.0845401336505679,0.671944348090865,0.169760619583005,0.200645789594934,0.776792004468464,TRUE,1
61,"N","Caucasian",1,1.26308753020705,1.04899321483987,1.15223594913191,1.15961324560839,1.64407628651105,FALSE,1
19,"D","African American",0,-0.811914928912077,NA,NA,NA,NA,TRUE,1
80,"R","Caucasian",0,-1.62857460669096,-1.61612954413874,-0.771389208404722,-1.07662406563193,-1.21430903846039,TRUE,1
37,"D","Hispanic",1,0.999205814433673,0.994533476988168,0.473859160585295,0.947879583564085,1.34180762202726,TRUE,1
47,"R","Caucasian",0,0.708395863146765,0.126175909877239,0.324130375559524,0.178400645615649,0.626778173337672,FALSE,0
55,"N","Caucasian",1,-0.463543934891428,0.349966122161612,0.11703683251638,-0.110711118908415,-0.171580371896137,FALSE,0
51,"R","Hispanic",1,1.45949433938982,-0.139331608514929,NA,1.1820304987212,1.78494755507327,FALSE,0
68,"R","Caucasian",0,-2.20418503402838,-2.21210685647757,-1.0654218315043,-1.92198445773519,NA,FALSE,1
49,"D","African American",1,1.3342664383039,2.02898559628912,1.77217423812839,2.10567709762699,2.06367552216217,TRUE,1
41,"D","African American",0,2.03510476672724,0.728808893375661,1.31751367514646,1.41473547453274,1.47973513025843,FALSE,0
51,"D","Hispanic",1,0.187849053051359,-0.0849814865201455,NA,0.317707273207962,0.138440320547032,FALSE,0
24,"D","Hispanic",0,0.249313914205136,-0.270078137372471,-0.47383280300384,-0.260494474033566,-0.0304401299463182,FALSE,0
47,"D","African American",1,0.168221142251428,-0.150259139597412,0.180924515043529,-0.044491045996953,0.184023519949105,FALSE,0
30,"R","Caucasian",1,-2.20418503402838,-0.69657234556879,-1.56271747220664,-1.12758048932203,-1.40977016471953,TRUE,1
59,"N","Hispanic",1,-1.22494804366671,NA,-0.0437832195124194,NA,-0.469633885102137,TRUE,1
23,"N","Hispanic",0,-0.652849666073959,-0.0869731597089404,-0.338011918318019,-0.118130486389357,-0.77478856925109,FALSE,0
53,"D","Hispanic",0,-0.0897660715362252,NA,0.77677643196419,0.4541556797925,0.558955703802755,TRUE,1
56,"D","Caucasian",1,-0.0845401336505679,-0.764586333477358,-0.0213130465999309,-0.258965794007618,-0.478637981079687,FALSE,0
25,"D","Hispanic",1,1.51584880610904,1.36054736329127,0.866934614389944,0.618614644905824,-0.0304401299463182,TRUE,1
19,"N","Hispanic",0,1.29672507504546,1.24254326617763,1.39134736138474,1.82961615262663,1.06011332366456,TRUE,1
39,"N","Hispanic",1,-0.339914378495393,NA,NA,NA,NA,FALSE,1
18,"N","African American",1,-0.0845401336505679,NA,NA,NA,NA,FALSE,0
45,"N","African American",1,-1.06807271110764,NA,NA,NA,NA,FALSE,0
48,"D","African American",1,-0.0845401336505679,-0.0961481004795024,0.177734396243302,0.0242335012548508,-0.0304401299463182,FALSE,0
28,"D","African American",1,0.434715826967632,0.572290132518353,0.262619682772566,1.14037445993574,0.939028504868924,FALSE,0
53,"D","African American",1,0.179341582122808,0.3625989380486,-0.0265703573683492,-0.078016438123644,0.327357110781733,FALSE,0
58,"N","Hispanic",1,-0.660150560987988,1.21414214870999,0.703792369588338,1.28117064168552,NA,FALSE,1
40,"R","Hispanic",1,0.940238378771624,0.755395110181884,1.00312958919041,1.48441370890928,0.869658799822705,FALSE,0
56,"D","African American",1,-1.10931864607276,-0.947691311140889,-1.15011494528239,-0.375880165436861,-0.633917300688871,TRUE,1
34,"D","African American",0,-1.77612766098233,NA,NA,NA,NA,FALSE,0
50,"D","Caucasian",0,0.951358818643004,0.755395110181884,0.273535984439234,NA,NA,FALSE,0
19,"R","Hispanic",1,-1.337065391516,-1.5366191145724,NA,-1.65885649927777,NA,FALSE,0
41,"R","Caucasian",1,-1.62998099961927,-1.25007051882173,-1.49498556088022,-1.64022355227551,-0.976259605226299,FALSE,0
19,"R","Caucasian",1,-0.916731381847335,-1.43302456647521,-1.41145329459235,-1.46830268745612,-1.40632345623058,FALSE,0
70,"D","African American",0,-0.339914378495393,-0.37006388034319,-0.544366688086727,-0.251424207947565,-0.604126724902118,FALSE,0
32,"D","African American",0,-0.0845401336505679,-1.79923452180227,-1.64209683734736,NA,NA,FALSE,1
36,"D","African American",1,0.168221142251428,NA,NA,NA,NA,TRUE,1
66,"D","Hispanic",0,-0.660150560987988,NA,NA,NA,NA,FALSE,0
22,"D","African American",0,-0.257223261851794,NA,NA,NA,NA,TRUE,1
58,"D","African American",0,0.769776450837858,NA,NA,NA,NA,FALSE,0
71,"D","Caucasian",0,1.05586777636558,0.75267977154696,1.02698861108152,0.895923252713298,1.19850814007228,FALSE,0
37,"D","African American",0,0.0876356824241892,0.0729411659152902,0.379838250875244,0.26710699665304,-0.188932183274152,TRUE,1
23,"N","Caucasian",1,-0.617529503082976,-0.760621858135143,NA,NA,-0.788927646910455,FALSE,0
49,"D","African American",0,0.631322453064193,0.22585112164613,0.497208504510797,0.674956958769873,0.820158223199485,FALSE,0
29,"D","African American",1,0.168221142251428,0.0952555227986296,NA,NA,NA,FALSE,0
45,"N","Hispanic",1,-0.396268845214613,-2.07487658266685,-2.12955410665174,-2.05721009511729,-2.1441503015595,TRUE,1
73,"D","African American",0,0.582660649934371,-1.79923452180227,-1.99120422753542,-1.85437163904414,-1.23139187645081,TRUE,1
37,"D","African American",1,-0.0845401336505679,-0.35304644205524,-0.0213130465999309,-0.319440262436558,-0.0301134158928333,TRUE,1
25,"D","African American",0,0.684864133926799,0.723595281326153,0.611100594855742,0.612431658949507,0.285974722889532,TRUE,1
57,"D","Caucasian",1,0.179341582122808,0.347250783526689,0.148883789410323,0.181287331151041,0.141653054265683,TRUE,1
65,"D","African American",0,-0.0930476045791188,0.519449226304115,NA,-0.0815325839265018,0.110373397950016,FALSE,0
58,"D","African American",1,0.179733350798176,-0.0961481004795024,-0.320650266202006,0.0242335012548508,-0.0304401299463182,FALSE,0
21,"N","African American",1,-0.0845401336505679,0.680263989901846,0.417704735899999,0.609815490108837,0.267940097313167,FALSE,0
53,"D","African American",1,-1.68754204235301,-1.62983472420565,-0.954594942307701,-1.11031690710944,-0.500913541417805,TRUE,1
19,"D","African American",0,-0.0708067248363597,-0.823970148373117,-0.49084710221226,-0.577567009877066,-0.179601373243118,TRUE,1
20,"D","African American",1,1.26047456126422,NA,NA,NA,NA,TRUE,1
19,"D","African American",1,2.03510476672724,1.61957113673026,NA,NA,NA,TRUE,1
24,"D","African American",1,-0.0871531025933965,-0.56884853992684,-0.434232362454916,-1.14100827389367,-0.632132809456159,TRUE,1
66,"N","African American",1,2.03510476672724,NA,1.98740429203026,NA,1.97223443114026,FALSE,0
71,"D","African American",1,-0.617529503082976,-1.43302456647521,-1.52110861034706,-1.14969005108521,-1.22069904063049,FALSE,0
35,"D","African American",1,-1.62857460669096,-1.79923452180227,-1.79780836857968,-1.43747538642552,-0.657444929045156,FALSE,0
65,"D","African American",1,-0.317397273528365,-0.679886434679047,-0.911339837271599,-0.548358575750515,-0.463255456339899,FALSE,0
18,"N","Caucasian",1,-0.0845401336505679,-0.947691311140889,-0.909560707589806,-0.847456250203596,-0.790731197392326,FALSE,0
64,"D","African American",1,0.812005740067501,0.746589864341493,1.03881388783654,1.39794967346269,1.09009902169904,TRUE,1
20,"D","African American",1,-0.245711053305046,-0.0502733966266922,-0.635015853673026,-0.19144326553973,-0.0202567320812922,TRUE,1
55,"D","African American",1,0.179341582122808,-0.0973972371867944,-0.0184366992618487,NA,-0.0165700256745523,FALSE,0
49,"D","African American",1,-0.0845401336505679,NA,NA,NA,NA,TRUE,1
67,"D","Caucasian",0,1.98905593254025,1.70786266931945,1.09252171627894,1.82285487075753,1.80131627182071,FALSE,0
33,"D","Hispanic",0,-1.44590120632239,-0.25266686133681,-0.615672670964738,-0.632150790851011,-0.673151421947119,TRUE,1
65,"D","African American",1,-0.639231800710851,-0.752409665687583,0.137341009638765,NA,-0.571101258770466,FALSE,0
52,"R","Hispanic",0,-2.20418503402838,-0.468528122936752,-1.50670798172244,-2.02340368577177,-2.1441503015595,TRUE,1
47,"R","Hispanic",0,-0.0845401336505679,NA,NA,NA,NA,TRUE,1
22,"N","African American",1,0.297860173883858,0.351781022823035,-0.152223213523406,0.13241401116053,1.05693301747266,TRUE,1
26,"D","Hispanic",1,1.45949433938982,1.38461431048653,1.50150316016146,1.56874382025381,1.7566947165886,TRUE,1
58,"R","Hispanic",0,-0.0845401336505679,-0.807769841512785,-0.815519750590644,-1.13211358451908,-0.766709827238223,FALSE,0
45,"D","African American",0,1.65610096548638,0.297586677159244,0.290498203717185,0.735826295029021,0.549624893771721,FALSE,0
26,"N","Hispanic",1,0.687477102869628,0.989102799718321,NA,NA,NA,FALSE,0
