"state","county","FIPS","votes_dem_12","votes_gop_12","votes_total_12"
"AZ","Pinal County",4021,41428,58947,102139
"AZ","Santa Cruz County",4023,9486,4235,13894
"AZ","Yavapai County",4025,32624,62385,96790
"AZ","Yuma County",4027,14025,19500,33935
"CA","Alameda County",6001,438091,104330,558386
"CA","Alpine County",6003,389,236,647
"CA","Amador County",6005,6001,8903,15303
"CA","Butte County",6007,32567,35312,70163
"CA","Calaveras County",6009,7404,10537,18469
"CA","Colusa County",6011,2248,3521,5865
"CA","Contra Costa County",6013,230826,112547,351257
"CA","Del Norte County",6015,3396,4256,7940
"CA","El Dorado County",6017,34033,49661,85923
"CA","Fresno County",6019,85862,91143,180244
"CA","Glenn County",6021,3276,5608,9142
"CA","Humboldt County",6023,27757,15653,46269
"CA","Imperial County",6025,17464,9545,27453
"CA","Inyo County",6027,2775,3541,6501
"CA","Kern County",6029,64690,99840,168116
"CA","Kings County",6031,12282,17184,30139
"CA","Lake County",6033,9159,6474,16274
"CA","Lassen County",6035,3044,7261,10603
"CA","Los Angeles County",6037,1672164,699600,2427869
"CA","Madera County",6039,12698,18990,32372
"CA","Marin County",6041,73450,23347,99286
"CA","Mariposa County",6043,3080,4434,7805
"CA","Mendocino County",6045,11869,5129,17928
"CA","Merced County",6047,26128,23403,50538
"CA","Modoc County",6049,1113,2779,3986
"CA","Mono County",6051,2574,2202,4917
"CA","Monterey County",6053,51712,25087,78522
"CA","Napa County",6055,19964,11647,32332
"CA","Nevada County",6057,14261,15696,30864
"CA","Orange County",6059,457077,541592,1021315
"CA","Placer County",6061,49126,74460,126325
"CA","Plumas County",6063,3670,5240,9128
"CA","Riverside County",6065,287754,290227,589721
"CA","Sacramento County",6067,221063,157688,388090
"CA","San Benito County",6069,8617,6052,14972
"CA","San Bernardino County",6071,274203,245468,531692
"CA","San Diego County",6073,478386,431046,928256
"CA","San Francisco County",6075,267857,42654,321023
"CA","San Joaquin County",6077,80005,66742,149587
"CA","San Luis Obispo County",6079,57655,56500,117597
"CA","San Mateo County",6081,151036,56244,211814
"CA","Santa Barbara County",6083,84279,59096,147249
"CA","Santa Clara County",6085,343239,136347,491687
"CA","Santa Cruz County",6087,61106,17132,81294
"CA","Shasta County",6089,18184,34561,54121
"CA","Sierra County",6091,652,1056,1779
"CA","Siskiyou County",6093,7110,9844,17505
"CA","Solano County",6095,87225,48364,138565
"CA","Sonoma County",6097,124504,45666,175738
"CA","Stanislaus County",6099,70609,69549,143620
"CA","Sutter County",6101,8004,12576,20988
"CA","Tehama County",6103,6032,10791,17356
"CA","Trinity County",6105,2367,2422,5030
"CA","Tulare County",6107,29191,42186,72832
"CA","Tuolumne County",6109,9628,13410,23730
"CA","Ventura County",6111,138119,123919,267907
"CA","Yolo County",6113,38856,19080,59613
"CA","Yuba County",6115,5817,8746,15009
"CO","Adams County",8001,90843,66531,161495
"CO","Alamosa County",8003,3782,2693,6671
"CO","Arapahoe County",8005,135433,114232,254746
"CO","Archuleta County",8007,2637,3831,6646
"CO","Baca County",8009,462,1554,2096
"CO","Bent County",8011,778,1053,1881
"CO","Boulder County",8013,120485,48526,173207
"CO","Broomfield County",8014,16653,14765,32191
"CO","Chaffee County",8015,4967,4949,10217
"CO","Cheyenne County",8017,162,858,1045
"CO","Clear Creek County",8019,3041,2381,5610
"CO","Conejos County",8021,2180,1794,4027
"CO","Costilla County",8023,1317,440,1804
"CO","Crowley County",8025,535,924,1502
"CO","Custer County",8027,862,1776,2697
"CO","Delta County",8029,4542,10762,15681
"CO","Denver County",8031,209759,69755,285564
"CO","Dolores County",8033,329,838,1218
"CO","Douglas County",8035,54093,93930,150160
"CO","Eagle County",8037,12598,9317,22374
"CO","Elbert County",8039,3542,10148,13993
"CO","El Paso County",8041,104989,163819,275604
"CO","Fremont County",8043,6644,13087,20258
"CO","Garfield County",8045,10989,12159,23695
"CO","Gilpin County",8047,1854,1320,3271
"CO","Grand County",8049,3575,4149,7961
"CO","Gunnison County",8051,4563,3106,7912
"CO","Hinsdale County",8053,228,352,598
"CO","Huerfano County",8055,1897,1615,3623
"CO","Jackson County",8057,216,600,848
"CO","Jefferson County",8059,153069,139960,300151
"CO","Kiowa County",8061,118,677,821
"CO","Kit Carson County",8063,789,2664,3525
"CO","Lake County",8065,1807,1087,2993
"CO","La Plata County",8067,15063,12554,28475
"CO","Larimer County",8069,83103,74603,161823
"CO","Las Animas County",8071,3282,3105,6532
"CO","Lincoln County",8073,537,1663,2248
"CO","Logan County",8075,2675,6124,9030
"CO","Mesa County",8077,22448,45087,69033
"CO","Mineral County",8079,291,344,650
"CO","Moffat County",8081,1291,4616,6042
"CO","Montezuma County",8083,4486,7372,12232
"CO","Montrose County",8085,5852,12789,19054
"CO","Morgan County",8087,3761,6461,10478
"CO","Otero County",8089,3566,4315,8039
"CO","Ouray County",8091,1640,1470,3183
"CO","Park County",8093,3721,5085,9054
"CO","Phillips County",8095,588,1637,2265
"CO","Pitkin County",8097,6648,2941,9779
"CO","Prowers County",8099,1498,3200,4809
"CO","Pueblo County",8101,40624,31023,73306
"CO","Rio Blanco County",8103,561,2677,3311
"CO","Rio Grande County",8105,2428,2892,5453
"CO","Routt County",8107,7389,5361,13038
"CO","Saguache County",8109,1762,937,2796
"CO","San Juan County",8111,266,212,506
"CO","San Miguel County",8113,2961,1144,4215
"CO","Sedgwick County",8115,419,881,1337
"CO","Summit County",8117,9169,5495,15038
"CO","Teller County",8119,3894,7909,12144
"CO","Washington County",8121,461,2059,2567
"CO","Weld County",8123,47418,62350,112695
"CO","Yuma County",8125,950,3433,4481
"CT","Fairfield County",9001,214757,172238,390611
"CT","Hartford County",9003,244314,143648,392485
"CT","Litchfield County",9005,43823,47207,92404
"CT","Middlesex County",9007,47851,34533,83447
"CT","New Haven County",9009,230040,137942,371783
"CT","New London County",9011,66510,45715,114043
"CT","Tolland County",9013,39283,30391,70780
"CT","Windham County",9015,25953,19758,46634
"DC","District of Columbia",11001,222332,17337,243348
"DE","Kent County",10001,35525,32134,68669
"DE","New Castle County",10003,167051,81226,251960
"DE","Sussex County",10005,39971,52116,93215
"FL","Alachua County",12001,69634,48765,120318
"FL","Baker County",12003,2310,8974,11366
"FL","Bay County",12005,22037,56863,79834
"FL","Bradford County",12007,3324,8216,11631
"FL","Brevard County",12009,122972,159270,285504
"FL","Broward County",12011,507430,243732,755166
"FL","Calhoun County",12013,1664,4366,6152
"FL","Charlotte County",12015,35896,47988,84664
"FL","Citrus County",12017,28453,44657,73923
"FL","Clay County",12019,25745,69996,96549
"FL","Collier County",12021,51678,96508,149080
"FL","Columbia County",12023,8462,18429,27163
"FL","DeSoto County",12027,4174,5587,9863
"FL","Dixie County",12029,1798,5052,6941
"FL","Duval County",12031,196657,211553,411702
"FL","Escambia County",12033,58154,88671,148430
"FL","Flagler County",12035,23204,26966,50589
"FL","Franklin County",12037,1845,3570,5474
"FL","Gadsden County",12039,15768,6628,22495
"FL","Gilchrist County",12041,1885,5917,7908
"FL","Glades County",12043,1603,2344,3989
"FL","Gulf County",12045,2013,4995,7107
"FL","Hamilton County",12047,2226,3137,5404
"FL","Hardee County",12049,2461,4694,7222
"FL","Hendry County",12051,4751,5355,10185
"FL","Hernando County",12053,37791,44906,83593
"FL","Highlands County",12055,16147,25912,42440
"FL","Hillsborough County",12057,286158,249904,541503
"FL","Holmes County",12059,1264,6919,8274
"FL","Indian River County",12061,27483,43441,71445
"FL","Jackson County",12063,7342,13417,20940
"FL","Jefferson County",12065,3945,3808,7808
"FL","Lafayette County",12067,687,2668,3399
"FL","Lake County",12069,61790,87637,150796
"FL","Lee County",12071,110080,154112,266034
"FL","Leon County",12073,90863,55806,148335
"FL","Levy County",12075,6118,12052,18396
"FL","Liberty County",12077,942,2301,3284
"FL","Madison County",12079,4174,4474,8712
"FL","Manatee County",12081,66476,85616,153451
"FL","Marion County",12083,66823,93036,161368
"FL","Martin County",12085,30097,48180,78860
"FL","Miami-Dade County",12086,540776,332602,877245
"FL","Monroe County",12087,19392,19234,39045
"FL","Nassau County",12089,10249,29926,40523
"FL","Okaloosa County",12091,23390,70143,94739
"FL","Okeechobee County",12093,4856,7325,12321
"FL","Orange County",12095,274227,189057,467385
"FL","Osceola County",12097,67201,40581,108647
"FL","Palm Beach County",12099,349418,247257,600341
"FL","Pasco County",12101,98148,112335,213358
"FL","Pinellas County",12103,238966,213192,457484
"FL","Polk County",12105,114610,131566,248658
"FL","Putnam County",12107,11666,19326,31323
"FL","Santa Rosa County",12113,17757,58169,76816
"FL","Sarasota County",12115,95089,110489,207434
"FL","Seminole County",12117,96435,109939,208605
"FL","St. Johns County",12109,35155,78490,114733
"FL","St. Lucie County",12111,65869,56202,123026
"FL","Sumter County",12119,19519,40644,60471
"FL","Suwannee County",12121,4749,12672,17627
"FL","Taylor County",12123,2761,6249,9117
"FL","Union County",12125,1339,3980,5393
"FL","Volusia County",12127,114716,117473,234483
"FL","Wakulla County",12129,5173,9288,14656
"FL","Walton County",12131,6665,21483,28480
"FL","Washington County",12133,2820,8037,10998
"GA","Appling County",13001,1756,5231,7079
"GA","Atkinson County",13003,930,1938,2902
"GA","Bacon County",13005,791,3092,3929
"GA","Baker County",13007,790,784,1584
"GA","Baldwin County",13009,8469,7585,16214
"GA","Banks County",13011,779,5353,6191
"GA","Barrow County",13013,6019,18719,25171
"GA","Bartow County",13015,8383,26847,35738
"GA","Ben Hill County",13017,2508,3395,5947
"GA","Berrien County",13019,1268,4837,6187
"GA","Bibb County",13021,38538,25606,64625
"GA","Bleckley County",13023,1266,3586,4903
"GA","Brantley County",13025,939,4963,6001
"GA","Brooks County",13027,3101,3522,6671
"GA","Bryan County",13029,3695,9537,13403
"GA","Bulloch County",13031,9572,14159,24032
"GA","Burke County",13033,5403,4298,9773
"GA","Butts County",13035,2966,6306,9372
"GA","Calhoun County",13037,1297,883,2187
"GA","Camden County",13039,6358,11318,17938
"GA","Candler County",13043,1155,2344,3526
"GA","Carroll County",13045,12635,28249,41445
"GA","Catoosa County",13047,5357,17848,23639
"GA","Charlton County",13049,1197,2527,3763
"GA","Chatham County",13051,60077,47083,108267
"GA","Chattahoochee County",13053,726,732,1483
"GA","Chattooga County",13055,2220,5434,7791
"GA","Cherokee County",13057,19813,76473,98041
"GA","Clarke County",13059,25386,13804,40138
"GA","Clay County",13061,862,537,1402
"GA","Clayton County",13063,81439,14158,96020
"GA","Clinch County",13065,852,1598,2472
"GA","Cobb County",13067,132526,171464,308989
"GA","Coffee County",13069,5048,9242,14434
"GA","Colquitt County",13071,3971,9240,13319
"GA","Columbia County",13073,16420,41724,58842
"GA","Cook County",13075,2042,3934,6027
"GA","Coweta County",13077,15156,39633,55512
"GA","Crawford County",13079,1699,3366,5123
"GA","Crisp County",13081,3160,4179,7386
"GA","Dade County",13083,1404,4458,5997
"GA","Dawson County",13085,1241,8843,10234
"GA","Decatur County",13087,4580,5816,10465
"GA","DeKalb County",13089,237704,64308,305299
"GA","Dodge County",13091,2440,5214,7731
"GA","Dooly County",13093,2278,1983,4289
"GA","Dougherty County",13095,26209,11441,37822
"GA","Douglas County",13097,28410,26226,55201
"GA","Early County",13099,2762,2556,5349
"GA","Echols County",13101,173,917,1102
"GA","Effingham County",13103,4941,15591,20779
"GA","Elbert County",13105,3179,4857,8139
"GA","Emanuel County",13107,2919,5086,8060
"GA","Evans County",13109,1266,2267,3560
"GA","Fannin County",13111,2027,7853,10007
"GA","Fayette County",13113,19703,38046,58473
"GA","Floyd County",13115,9595,22636,32685
"GA","Forsyth County",13117,14544,65853,81598
"GA","Franklin County",13119,1499,6112,7757
"GA","Fulton County",13121,248479,133837,386845
"GA","Gilmer County",13123,1955,8920,11008
"GA","Glascock County",13125,176,1135,1333
"GA","Glynn County",13127,11922,20853,33054
"GA","Gordon County",13129,3436,13174,16857
"GA","Grady County",13131,3419,5922,9391
"GA","Greene County",13133,3195,5067,8313
"GA","Gwinnett County",13135,131879,159563,295560
"GA","Habersham County",13137,2297,12148,14600
"GA","Hall County",13139,12489,45918,59241
"GA","Hancock County",13141,3301,764,4076
"GA","Haralson County",13143,1787,8439,10362
"GA","Harris County",13145,4141,11193,15479
"GA","Hart County",13147,2869,6516,9501
"GA","Heard County",13149,947,3155,4162
"GA","Henry County",13151,43374,46299,90469
"GA","Houston County",13153,22643,34631,57912
"GA","Irwin County",13155,1134,2519,3683
"GA","Jackson County",13157,4236,19122,23670
"GA","Jasper County",13159,1839,4121,6010
"GA","Jeff Davis County",13161,1271,3994,5330
"GA","Jefferson County",13163,4238,2992,7268
"GA","Jenkins County",13165,1487,1884,3386
"GA","Johnson County",13167,1305,2440,3772
"GA","Jones County",13169,4272,7740,12099
"GA","Lamar County",13171,2602,4896,7589
"GA","Lanier County",13173,1108,1812,2958
"GA","Laurens County",13175,7508,11947,19591
"GA","Lee County",13177,3187,10310,13607
"GA","Liberty County",13179,10427,5558,16132
"GA","Lincoln County",13181,1586,2806,4425
"GA","Long County",13183,1434,2300,3786
"GA","Lowndes County",13185,17118,21176,38610
"GA","Lumpkin County",13187,2049,8633,10878
"GA","Macon County",13193,3211,1545,4781
"GA","Madison County",13195,2486,8441,11079
"GA","Marion County",13197,1411,1731,3167
"GA","McDuffie County",13189,4041,5475,9585
"GA","McIntosh County",13191,2860,3405,6333
"GA","Meriwether County",13199,4328,4855,9259
"GA","Miller County",13201,848,1904,2770
"GA","Mitchell County",13205,4081,4153,8273
"GA","Monroe County",13207,3779,8352,12259
"GA","Montgomery County",13209,1135,2662,3831
"GA","Morgan County",13211,2751,6178,9016
"GA","Murray County",13213,2542,8439,11209
"GA","Muscogee County",13215,42458,27469,70410
"GA","Newton County",13217,21844,20979,43216
"GA","Oconee County",13219,4140,12222,16643
"GA","Oglethorpe County",13221,1913,4250,6258
"GA","Paulding County",13223,15779,40771,57254
"GA","Peach County",13225,6141,5280,11499
"GA","Pickens County",13227,1975,10547,12673
"GA","Pierce County",13229,1124,5666,6845
"GA","Pike County",13231,1355,6660,8099
"GA","Polk County",13233,3608,9798,13580
"GA","Pulaski County",13235,1219,2444,3681
"GA","Putnam County",13237,2917,6210,9205
"GA","Quitman County",13239,612,510,1128
"GA","Rabun County",13241,1558,5753,7438
"GA","Randolph County",13243,1749,1249,3015
"GA","Richmond County",13245,52461,25821,78865
"GA","Rockdale County",13247,21878,15671,37879
"GA","Schley County",13249,448,1286,1748
"GA","Screven County",13251,2769,3285,6093
"GA","Seminole County",13253,1475,2244,3765
"GA","Spalding County",13255,9884,14901,25057
"GA","Stephens County",13257,2123,7207,9467
"GA","Stewart County",13259,1307,740,2055
"GA","Sumter County",13261,6370,5372,11820
"GA","Talbot County",13263,2264,1202,3490
"GA","Taliaferro County",13265,636,321,961
"GA","Tattnall County",13267,1894,4702,6658
"GA","Taylor County",13269,1571,1948,3537
"GA","Telfair County",13271,1804,2479,4334
"GA","Terrell County",13273,2544,1834,4398
"GA","Thomas County",13275,7651,11153,18943
"GA","Tift County",13277,4640,9171,13893
"GA","Toombs County",13279,2740,6519,9333
"GA","Towns County",13281,1265,4834,6159
"GA","Treutlen County",13283,1068,1646,2738
"GA","Troup County",13285,10545,15170,25975
"GA","Turner County",13287,1508,2027,3556
"GA","Twiggs County",13289,2269,1905,4199
"GA","Union County",13291,2137,8771,11072
"GA","Upson County",13293,3955,7229,11257
"GA","Walker County",13295,5269,16245,21879
"GA","Walton County",13297,8139,29018,37570
"GA","Ware County",13299,3892,7933,11923
"GA","Warren County",13301,1525,990,2522
"GA","Washington County",13303,4705,4033,8796
"GA","Wayne County",13305,2594,7553,10258
"GA","Webster County",13307,573,598,1175
"GA","Wheeler County",13309,772,1366,2160
"GA","White County",13311,1670,8647,10471
"GA","Whitfield County",13313,7193,19290,26828
"GA","Wilcox County",13315,1059,2050,3124
"GA","Wilkes County",13317,2080,2628,4746
"GA","Wilkinson County",13319,2180,2245,4448
"GA","Worth County",13321,2486,5864,8410
"HI","Hawaii County",15001,46670,14541,62653
"HI","Honolulu County",15003,201803,87255,292925
"HI","Kauai County",15007,18638,6121,25369
"HI","Maui County",15009,35979,11577,48547
"IA","Adair County",19001,1788,2110,3959
"IA","Adams County",19003,1018,1103,2158
"IA","Allamakee County",19005,3511,3230,6824
"IA","Appanoose County",19007,2934,3153,6176
"IA","Audubon County",19009,1608,1800,3439
"IA","Benton County",19011,6850,6935,13959
"IA","Black Hawk County",19013,39338,26078,66205
"IA","Boone County",19015,7457,6540,14237
"IA","Bremer County",19017,6710,6383,13218
"IA","Buchanan County",19019,5903,4443,10478
"IA","Buena Vista County",19021,3683,4548,8322
"IA","Butler County",19023,3321,4104,7510
"IA","Calhoun County",19025,2232,2890,5190
"IA","Carroll County",19027,4912,5577,10581
"IA","Cass County",19029,2856,4212,7167
"IA","Cedar County",19031,4931,4510,9548
"IA","Cerro Gordo County",19033,13204,10084,23548
"IA","Cherokee County",19035,2623,3656,6367
"IA","Chickasaw County",19037,3552,2836,6462
"IA","Clarke County",19039,2187,2124,4398
"IA","Clay County",19041,3363,4934,8400
"IA","Clayton County",19043,4768,4146,9035
"IA","Clinton County",19045,15123,9423,24873
"IA","Crawford County",19047,3035,3584,6686
"IA","Dallas County",19049,16466,20921,37799
"IA","Davis County",19051,1518,2133,3738
"IA","Decatur County",19053,1790,1945,3812
"IA","Delaware County",19055,4605,4628,9323
"IA","Des Moines County",19057,11873,8130,20264
"IA","Dickinson County",19059,4088,5911,10118
"IA","Dubuque County",19061,28600,21265,50516
"IA","Emmet County",19063,2087,2499,4646
"IA","Fayette County",19065,5709,4484,10309
"IA","Floyd County",19067,4674,3466,8228
"IA","Franklin County",19069,2256,2818,5133
"IA","Fremont County",19071,1636,1971,3655
"IA","Greene County",19073,2369,2373,4804
"IA","Grundy County",19075,2615,4205,6890
"IA","Guthrie County",19077,2565,3164,5843
"IA","Hamilton County",19079,3776,3986,7872
"IA","Hancock County",19081,2506,3306,5881
"IA","Hardin County",19083,4021,4647,8775
"IA","Harrison County",19085,3131,4059,7282
"IA","Henry County",19087,4451,5025,9613
"IA","Howard County",19089,2767,1793,4625
"IA","Humboldt County",19091,1967,3099,5124
"IA","Ida County",19093,1317,2276,3626
"IA","Iowa County",19095,4118,4551,8788
"IA","Jackson County",19097,5877,4171,10166
"IA","Jasper County",19099,10240,8868,19385
"IA","Jefferson County",19101,4772,3429,8405
"IA","Johnson County",19103,50090,23556,74928
"IA","Jones County",19105,5514,4712,10371
"IA","Keokuk County",19107,2298,2840,5221
"IA","Kossuth County",19109,3824,4914,8833
"IA","Lee County",19111,9428,6787,16488
"IA","Linn County",19113,68028,47427,117122
"IA","Louisa County",19115,2449,2416,4921
"IA","Lucas County",19117,1977,2248,4273
"IA","Lyon County",19119,1416,4965,6466
"IA","Madison County",19121,3508,4492,8140
"IA","Mahaska County",19123,4207,6420,10777
"IA","Marion County",19125,7478,9810,17536
"IA","Marshall County",19127,10085,8411,18727
"IA","Mills County",19129,2842,4211,7169
"IA","Mitchell County",19131,2831,2643,5580
"IA","Monona County",19133,2098,2555,4707
"IA","Monroe County",19135,1729,2022,3802
"IA","Montgomery County",19137,1919,2999,5000
"IA","Muscatine County",19139,11213,8152,19726
"IA","O'Brien County",19141,1964,5259,7295
"IA","Osceola County",19143,909,2225,3179
"IA","Page County",19145,2588,4338,7014
"IA","Palo Alto County",19147,2124,2649,4857
"IA","Plymouth County",19149,4148,8577,12909
"IA","Pocahontas County",19151,1518,2388,3992
"IA","Polk County",19153,128264,96029,227563
"IA","Pottawattamie County",19155,19347,21751,41679
"IA","Poweshiek County",19157,5307,4409,9858
"IA","Ringgold County",19159,1181,1366,2578
"IA","Sac County",19161,2117,3086,5256
"IA","Scott County",19163,50581,38223,89826
"IA","Shelby County",19165,2468,3903,6456
"IA","Sioux County",19167,2683,14361,17181
