"state","county","FIPS","votes_dem_16","votes_gop_16","votes_total_16"
"AK","Alaska",2013,93003,130413,246588
"AK","Alaska",2016,93003,130413,246588
"AK","Alaska",2020,93003,130413,246588
"AK","Alaska",2050,93003,130413,246588
"AK","Alaska",2060,93003,130413,246588
"AK","Alaska",2068,93003,130413,246588
"AK","Alaska",2070,93003,130413,246588
"AK","Alaska",2090,93003,130413,246588
"AK","Alaska",2100,93003,130413,246588
"AK","Alaska",2105,93003,130413,246588
"AK","Alaska",2110,93003,130413,246588
"AK","Alaska",2122,93003,130413,246588
"AK","Alaska",2130,93003,130413,246588
"AK","Alaska",2150,93003,130413,246588
"AK","Alaska",2164,93003,130413,246588
"AK","Alaska",2170,93003,130413,246588
"AK","Alaska",2180,93003,130413,246588
"AK","Alaska",2185,93003,130413,246588
"AK","Alaska",2188,93003,130413,246588
"AK","Alaska",2195,93003,130413,246588
"AK","Alaska",2198,93003,130413,246588
"AK","Alaska",2220,93003,130413,246588
"AK","Alaska",2230,93003,130413,246588
"AK","Alaska",2240,93003,130413,246588
"AK","Alaska",2261,93003,130413,246588
"AK","Alaska",2270,93003,130413,246588
"AK","Alaska",2275,93003,130413,246588
"AK","Alaska",2282,93003,130413,246588
"AK","Alaska",2290,93003,130413,246588
"AL","Autauga County",1001,5908,18110,24661
"AL","Baldwin County",1003,18409,72780,94090
"AL","Barbour County",1005,4848,5431,10390
"AL","Bibb County",1007,1874,6733,8748
"AL","Blount County",1009,2150,22808,25384
"AL","Bullock County",1011,3530,1139,4701
"AL","Butler County",1013,3716,4891,8685
"AL","Calhoun County",1015,13197,32803,47376
"AL","Chambers County",1017,5763,7803,13778
"AL","Cherokee County",1019,1524,8809,10503
"AL","Chilton County",1021,2909,15068,18255
"AL","Choctaw County",1023,3109,4102,7268
"AL","Clarke County",1025,5712,7109,12936
"AL","Clay County",1027,1234,5230,6572
"AL","Cleburne County",1029,684,5738,6532
"AL","Coffee County",1031,4194,15825,20513
"AL","Colbert County",1033,7296,16718,24626
"AL","Conecuh County",1035,3069,3413,6543
"AL","Coosa County",1037,1780,3376,5223
"AL","Covington County",1039,2379,13222,15818
"AL","Crenshaw County",1041,1663,4511,6252
"AL","Cullman County",1043,3730,32734,37278
"AL","Dale County",1045,4408,13798,18617
"AL","Dallas County",1047,12826,5784,18730
"AL","DeKalb County",1049,3682,21779,26086
"AL","Elmore County",1051,8436,27619,36905
"AL","Escambia County",1053,4698,10282,15213
"AL","Etowah County",1055,10350,32132,43474
"AL","Fayette County",1057,1358,6705,8196
"AL","Franklin County",1059,2197,9466,11955
"AL","Geneva County",1061,1522,9967,11659
"AL","Greene County",1063,4006,838,4862
"AL","Hale County",1065,4772,3172,8010
"AL","Henry County",1067,2286,5623,8017
"AL","Houston County",1069,10547,30567,42030
"AL","Jackson County",1071,3663,16643,20785
"AL","Jefferson County",1073,151581,130614,290111
"AL","Lamar County",1075,1035,5819,6931
"AL","Lauderdale County",1077,9877,27735,38813
"AL","Lawrence County",1079,3611,10732,14623
"AL","Lee County",1081,20987,34321,57668
"AL","Limestone County",1083,9340,28824,39400
"AL","Lowndes County",1085,4882,1751,6676
"AL","Macon County",1087,7237,1394,8748
"AL","Madison County",1089,62435,89199,159473
"AL","Marengo County",1091,5607,5224,10948
"AL","Marion County",1093,1432,11273,12912
"AL","Marshall County",1095,4913,29217,34965
"AL","Mobile County",1097,68429,91087,163387
"AL","Monroe County",1099,4310,5771,10185
"AL","Montgomery County",1101,58669,33928,94572
"AL","Morgan County",1103,11216,37392,49991
"AL","Perry County",1105,3823,1403,5255
"AL","Pickens County",1107,3972,5454,9494
"AL","Pike County",1109,5039,7681,13025
"AL","Randolph County",1111,2290,7697,10130
"AL","Russell County",1113,9577,9210,19136
"AL","Shelby County",1117,22927,72846,99208
"AL","St. Clair County",1115,5550,31579,37937
"AL","Sumter County",1119,4739,1581,6391
"AL","Talladega County",1121,12108,20596,33218
"AL","Tallapoosa County",1123,5271,12967,18504
"AL","Tuscaloosa County",1125,31746,47701,81708
"AL","Walker County",1127,4486,24208,29243
"AL","Washington County",1129,2366,6031,8492
"AL","Wilcox County",1131,4329,1737,6095
"AL","Winston County",1133,871,9225,10255
"AR","Arkansas County",5001,1939,3825,6167
"AR","Ashley County",5003,2408,5338,8027
"AR","Baxter County",5005,4163,14655,19572
"AR","Benton County",5007,27894,60751,94262
"AR","Boone County",5009,2925,12225,15912
"AR","Bradley County",5011,1317,2163,3617
"AR","Calhoun County",5013,636,1554,2250
"AR","Carroll County",5015,3334,6773,10656
"AR","Chicot County",5017,2350,1716,4149
"AR","Clark County",5019,3606,4398,8365
"AR","Clay County",5021,1999,3779,5978
"AR","Cleburne County",5023,2101,9454,11968
"AR","Cleveland County",5025,723,2460,3299
"AR","Columbia County",5027,3140,5456,8837
"AR","Conway County",5029,2655,4844,7837
"AR","Craighead County",5031,10474,22798,34968
"AR","Crawford County",5033,4476,16655,22155
"AR","Crittenden County",5035,8368,6953,15798
"AR","Cross County",5037,1995,4577,6831
"AR","Dallas County",5039,1165,1507,2741
"AR","Desha County",5041,2227,1915,4226
"AR","Drew County",5043,2364,3967,6552
"AR","Faulkner County",5045,14525,29170,46364
"AR","Franklin County",5047,1376,5034,6698
"AR","Fulton County",5049,1067,3470,4744
"AR","Garland County",5051,12283,26053,40337
"AR","Grant County",5053,1407,5160,6855
"AR","Greene County",5055,3056,10698,14422
"AR","Hempstead County",5057,2371,4391,6984
"AR","Hot Spring County",5059,3137,8153,11815
"AR","Howard County",5061,1350,3155,4634
"AR","Independence County",5063,2878,9925,13443
"AR","Izard County",5065,1111,4042,5396
"AR","Jackson County",5067,1583,3262,5093
"AR","Jefferson County",5069,15721,9231,25683
"AR","Johnson County",5071,2421,6072,8997
"AR","Lafayette County",5073,1028,1750,2835
"AR","Lawrence County",5075,1263,4064,5629
"AR","Lee County",5077,1735,1229,3004
"AR","Lincoln County",5079,1252,2455,3814
"AR","Little River County",5081,1397,3604,5192
"AR","Logan County",5083,1712,5737,7839
"AR","Lonoke County",5085,5638,19902,26766
"AR","Madison County",5087,1587,4917,6782
"AR","Marion County",5089,1377,5077,6718
"AR","Miller County",5091,4273,11293,16015
"AR","Mississippi County",5093,5621,6988,12995
"AR","Monroe County",5095,1298,1400,2766
"AR","Montgomery County",5097,735,2573,3445
"AR","Nevada County",5099,1156,2001,3233
"AR","Newton County",5101,699,2875,3731
"AR","Ouachita County",5103,4320,5347,9881
"AR","Perry County",5105,1035,2979,4213
"AR","Phillips County",5107,4292,2443,6894
"AR","Pike County",5109,684,3150,3956
"AR","Poinsett County",5111,1878,3149,5283
"AR","Polk County",5113,1210,6606,8121
"AR","Pope County",5115,4818,15694,21545
"AR","Prairie County",5117,812,2503,3404
"AR","Pulaski County",5119,89377,61182,157728
"AR","Randolph County",5121,1425,4508,6313
"AR","Saline County",5125,13247,35852,51971
"AR","Scott County",5127,507,2378,3017
"AR","Searcy County",5129,601,2955,3698
"AR","Sebastian County",5131,12184,28769,43557
"AR","Sevier County",5133,1075,3281,4517
"AR","Sharp County",5135,1472,5405,7190
"AR","St. Francis County",5123,4031,3195,7412
"AR","Stone County",5137,1189,4081,5527
"AR","Union County",5139,5667,10201,16338
"AR","Van Buren County",5141,1547,5382,7111
"AR","Washington County",5143,32296,40418,78153
"AR","White County",5145,5157,21038,27451
"AR","Woodruff County",5147,1117,1344,2550
"AR","Yell County",5149,1472,4600,6389
"AZ","Apache County",4001,12196,5315,18659
"AZ","Cochise County",4003,15291,25036,43147
"AZ","Coconino County",4005,25308,16573,44929
"AZ","Gila County",4007,6746,13672,21398
"AZ","Graham County",4009,3301,8025,11939
"AZ","Greenlee County",4011,1092,1892,3243
"AZ","La Paz County",4012,1318,3381,4931
"AZ","Maricopa County",4013,549040,590465,1201934
"AZ","Mohave County",4015,16485,54656,74189
"AZ","Navajo County",4017,15362,18165,35409
"AZ","Pima County",4019,195649,147019,360762
"AZ","Pinal County",4021,35737,53857,93805
"AZ","Santa Cruz County",4023,10684,3650,14926
"AZ","Yavapai County",4025,29705,58862,92780
"AZ","Yuma County",4027,18336,20586,40759
"CA","Alameda County",6001,486351,91189,613195
"CA","Alpine County",6003,318,211,575
"CA","Amador County",6005,5904,10239,17186
"CA","Butte County",6007,38676,42193,87847
"CA","Calaveras County",6009,7738,13072,22334
"CA","Colusa County",6011,2659,3551,6594
"CA","Contra Costa County",6013,286658,105819,415972
"CA","Del Norte County",6015,3485,5134,9361
"CA","El Dorado County",6017,35243,47633,89228
"CA","Fresno County",6019,123660,113949,250264
"CA","Glenn County",6021,3065,5788,9379
"CA","Humboldt County",6023,19596,10883,33636
"CA","Imperial County",6025,28467,11295,41751
"CA","Inyo County",6027,3155,4248,7996
"CA","Kern County",6029,86481,119164,217725
"CA","Kings County",6031,12902,17446,32250
"CA","Lake County",6033,6240,5752,13045
"CA","Lassen County",6035,2224,7574,10422
"CA","Los Angeles County",6037,1893770,620285,2652072
"CA","Madera County",6039,13283,19221,34263
"CA","Marin County",6041,86650,17531,109941
"CA","Mariposa County",6043,3122,5185,8877
"CA","Mendocino County",6045,6905,3571,11435
"CA","Merced County",6047,21856,18486,42523
"CA","Modoc County",6049,798,2413,3359
"CA","Mono County",6051,2696,2080,5154
"CA","Monterey County",6053,64733,26378,96676
"CA","Napa County",6055,26161,11946,40393
"CA","Nevada County",6057,16199,14686,33258
"CA","Orange County",6059,556544,472669,1092116
"CA","Placer County",6061,61969,78977,150532
"CA","Plumas County",6063,3224,5079,8830
"CA","Riverside County",6065,339145,309514,683612
"CA","Sacramento County",6067,273768,163024,467526
"CA","San Benito County",6069,10050,6471,17572
"CA","San Bernardino County",6071,312517,253962,598783
"CA","San Diego County",6073,567243,386807,1011651
"CA","San Francisco County",6075,312443,34493,365295
"CA","San Joaquin County",6077,89791,68316,166647
"CA","San Luis Obispo County",6079,63001,52672,124575
"CA","San Mateo County",6081,219580,53731,287499
"CA","Santa Barbara County",6083,100120,53740,164224
"CA","Santa Clara County",6085,483472,137452,659148
"CA","Santa Cruz County",6087,85185,20158,113509
"CA","Shasta County",6089,20471,47587,72554
"CA","Sierra County",6091,601,1048,1804
"CA","Siskiyou County",6093,7106,11212,19836
"CA","Solano County",6095,97159,49595,156067
"CA","Sonoma County",6097,116027,37421,164060
"CA","Stanislaus County",6099,73939,72960,156141
"CA","Sutter County",6101,11831,16780,30429
"CA","Tehama County",6103,6571,14981,22875
"CA","Trinity County",6105,1876,2409,4716
"CA","Tulare County",6107,39099,50488,94571
"CA","Tuolumne County",6109,8580,13486,23472
"CA","Ventura County",6111,170489,118764,307881
"CA","Yolo County",6113,34460,13178,50623
"CA","Yuba County",6115,7234,12313,21058
"CO","Adams County",8001,86471,73807,175125
"CO","Alamosa County",8003,3168,3031,6897
"CO","Arapahoe County",8005,148365,109638,281658
"CO","Archuleta County",8007,2489,4234,7290
"CO","Baca County",8009,278,1716,2107
"CO","Bent County",8011,581,1166,1892
"CO","Boulder County",8013,124715,38766,176735
"CO","Broomfield County",8014,19530,14272,37342
"CO","Chaffee County",8015,4773,5283,10999
"CO","Cheyenne County",8017,127,905,1076
"CO","Clear Creek County",8019,2585,2426,5532
"CO","Conejos County",8021,1753,1885,3970
"CO","Costilla County",8023,1109,581,1820
"CO","Crowley County",8025,336,1069,1511
"CO","Custer County",8027,797,2059,3064
"CO","Delta County",8029,4048,11584,16661
"CO","Denver County",8031,174611,43637,232291
"CO","Dolores County",8033,227,936,1230
"CO","Douglas County",8035,67045,100178,182918
"CO","Eagle County",8037,12652,8153,22611
"CO","Elbert County",8039,3056,11536,15689
"CO","El Paso County",8041,105807,176506,313273
"CO","Fremont County",8043,5275,15066,21880
"CO","Garfield County",8045,11205,13071,26328
"CO","Gilpin County",8047,1634,1564,3574
"CO","Grand County",8049,3319,4467,8513
"CO","Gunnison County",8051,5068,3250,9299
"CO","Hinsdale County",8053,197,339,589
"CO","Huerfano County",8055,1631,1875,3772
"CO","Jackson County",8057,171,628,862
"CO","Jefferson County",8059,151885,130233,309529
"CO","Kiowa County",8061,91,726,853
"CO","Kit Carson County",8063,526,2894,3613
"CO","Lake County",8065,1600,1264,3175
"CO","La Plata County",8067,15300,12471,30722
"CO","Larimer County",8069,92170,82624,193897
"CO","Las Animas County",8071,2614,3656,6693
"CO","Lincoln County",8073,399,1873,2402
"CO","Logan County",8075,1843,7272,9702
"CO","Mesa County",8077,20958,48129,74876
"CO","Mineral County",8079,237,344,652
"CO","Moffat County",8081,874,5293,6510
"CO","Montezuma County",8083,3920,7771,12706
"CO","Montrose County",8085,5438,14303,21070
"CO","Morgan County",8087,3128,8104,11888
"CO","Otero County",8089,1719,2988,5038
"CO","Ouray County",8091,1690,1337,3287
"CO","Park County",8093,3351,6053,10245
"CO","Phillips County",8095,436,1791,2332
"CO","Pitkin County",8097,7239,2522,10387
"CO","Prowers County",8099,1173,3508,4978
"CO","Pueblo County",8101,27945,27746,60112
"CO","Rio Blanco County",8103,433,2782,3436
"CO","Rio Grande County",8105,1985,3060,5488
"CO","Routt County",8107,7487,5149,13772
"CO","Saguache County",8109,1345,1109,2707
"CO","San Juan County",8111,265,215,506
"CO","San Miguel County",8113,2960,1030,4311
"CO","Sedgwick County",8115,267,1015,1364
"CO","Summit County",8117,9502,5064,16061
"CO","Teller County",8119,3547,9580,14203
"CO","Washington County",8121,289,2284,2708
"CO","Weld County",8123,45869,75882,133790
"CO","Yuma County",8125,701,3755,4664
"CT","Fairfield County",9001,238723,155457,410279
"CT","Hartford County",9003,233789,147912,399219
"CT","Litchfield County",9005,39836,53376,97434
"CT","Middlesex County",9007,45306,38847,88402
"CT","New Haven County",9009,203601,158373,375909
"CT","New London County",9011,62951,54574,124527
"CT","Tolland County",9013,38450,33989,77069
"CT","Windham County",9015,21776,25738,50703
"DC","District of Columbia",11001,260223,11553,280272
"DE","Kent County",10001,33347,36989,74253
"DE","New Castle County",10003,162905,85507,261468
"DE","Sussex County",10005,39329,62607,105814
"FL","Alachua County",12001,75370,46584,127827
"FL","Baker County",12003,2112,10294,12634
"FL","Bay County",12005,21689,62010,87151
"FL","Bradford County",12007,2924,8913,12098
"FL","Brevard County",12009,119525,181620,314337
"FL","Broward County",12011,546956,258521,822837
"FL","Calhoun County",12013,1236,4647,6067
"FL","Charlotte County",12015,33421,60196,96323
"FL","Citrus County",12017,22765,54377,79590
"FL","Clay County",12019,27768,74898,106363
"FL","Collier County",12021,60941,105297,170505
"FL","Columbia County",12023,7599,20359,28696
"FL","DeSoto County",12027,3761,6744,10761
"FL","Dixie County",12029,1270,5822,7202
"FL","Duval County",12031,203627,210061,428734
"FL","Escambia County",12033,57114,88370,151609
"FL","Flagler County",12035,21985,33804,57413
"FL","Franklin County",12037,1738,4119,6003
"FL","Gadsden County",12039,14994,6721,22079
"FL","Gilchrist County",12041,1457,6740,8418
"FL","Glades County",12043,1271,2996,4355
"FL","Gulf County",12045,1715,5320,7279
"FL","Hamilton County",12047,1899,3439,5451
"FL","Hardee County",12049,2147,5238,7577
"FL","Hendry County",12051,4610,6192,11106
"FL","Hernando County",12053,31818,59029,93878
"FL","Highlands County",12055,14901,29509,45589
"FL","Hillsborough County",12057,306422,265928,595072
"FL","Holmes County",12059,852,7476,8506
"FL","Indian River County",12061,28997,48564,79897
"FL","Jackson County",12063,6383,14231,20997
"FL","Jefferson County",12065,3537,3930,7641
"FL","Lafayette County",12067,515,2795,3375
"FL","Lake County",12069,62597,101888,169898
"FL","Lee County",12071,124725,191141,325797
"FL","Leon County",12073,91936,53777,151925
"FL","Levy County",12075,5091,13758,19367
"FL","Liberty County",12077,651,2542,3295
"FL","Madison County",12079,3526,4849,8503
"FL","Manatee County",12081,71066,101681,178521
"FL","Marion County",12083,61958,107710,174485
"FL","Martin County",12085,30158,53182,85741
"FL","Miami-Dade County",12086,623006,333666,978670
"FL","Monroe County",12087,18949,21885,42434
"FL","Nassau County",12089,10849,34221,46537
"FL","Okaloosa County",12091,23711,71788,100657
"FL","Okeechobee County",12093,3953,9342,13632
"FL","Orange County",12095,329579,195091,545800
"FL","Osceola County",12097,85287,50252,139981
"FL","Palm Beach County",12099,371411,270762,657235
"FL","Pasco County",12101,89998,141943,240814
"FL","Pinellas County",12103,233327,238746,491520
"FL","Polk County",12105,117182,157216,283828
"FL","Putnam County",12107,9920,21873,32652
"FL","Santa Rosa County",12113,18398,65126,87432
"FL","Sarasota County",12115,97676,124098,228509
"FL","Seminole County",12117,105611,109265,224377
"FL","St. Johns County",12109,43037,88633,136392
"FL","St. Lucie County",12111,66812,70248,140731
"FL","Sumter County",12119,22631,52722,76649
"FL","Suwannee County",12121,3955,14281,18675
"FL","Taylor County",12123,2149,6923,9279
"FL","Union County",12125,1014,4567,5693
"FL","Volusia County",12127,108793,142763,260304
"FL","Wakulla County",12129,4348,10507,15344
"FL","Walton County",12131,6861,25695,33559
"FL","Washington County",12133,2261,8630,11144
"GA","Appling County",13001,1434,5492,7003
"GA","Atkinson County",13003,696,1873,2604
"GA","Bacon County",13005,607,3356,4010
"GA","Baker County",13007,650,775,1440
"GA","Baldwin County",13009,7965,7691,16075
"GA","Banks County",13011,684,6130,6946
"GA","Barrow County",13013,6580,21105,28828
"GA","Bartow County",13015,8204,29879,39263
"GA","Ben Hill County",13017,2098,3734,5923
"GA","Berrien County",13019,1041,5408,6563
"GA","Bibb County",13021,34383,22589,58327
"GA","Bleckley County",13023,1094,3717,4934
"GA","Brantley County",13025,619,5561,6285
"GA","Brooks County",13027,2504,3679,6268
"GA","Bryan County",13029,4010,10513,15063
"GA","Bulloch County",13031,8812,14476,24151
"GA","Burke County",13033,4730,4491,9350
"GA","Butts County",13035,2566,6717,9477
"GA","Calhoun County",13037,1178,829,2023
"GA","Camden County",13039,5914,12287,18825
"GA","Candler County",13043,1023,2661,3757
"GA","Carroll County",13045,12422,29983,43744
"GA","Catoosa County",13047,4769,20860,26510
"GA","Charlton County",13049,1004,2950,4008
"GA","Chatham County",13051,58998,43649,106013
"GA","Chattahoochee County",13053,593,746,1384
"GA","Chattooga County",13055,1612,6457,8246
"GA","Cherokee County",13057,25203,80611,110825
"GA","Clarke County",13059,29514,12691,44221
"GA","Clay County",13061,697,566,1271
"GA","Clayton County",13063,75908,11740,89236
"GA","Clinch County",13065,685,1724,2443
"GA","Cobb County",13067,159416,152602,326424
"GA","Coffee County",13069,4090,9575,13896
"GA","Colquitt County",13071,3460,9892,13592
"GA","Columbia County",13073,18863,43060,64190
"GA","Cook County",13075,1752,4175,6038
"GA","Coweta County",13077,16572,42513,61315
"GA","Crawford County",13079,1419,3632,5157
"GA","Crisp County",13081,2835,4539,7500
"GA","Dade County",13083,965,5047,6238
"GA","Dawson County",13085,1444,9880,11680
"GA","Decatur County",13087,4104,6009,10238
"GA","DeKalb County",13089,239131,47531,295871
"GA","Dodge County",13091,1836,5021,6995
"GA","Dooly County",13093,1860,1941,3836
"GA","Dougherty County",13095,23224,10227,33925
"GA","Douglas County",13097,30971,24803,57365
"GA","Early County",13099,2165,2552,4782
"GA","Echols County",13101,156,1006,1175
"GA","Effingham County",13103,4851,17865,23395
"GA","Elbert County",13105,2507,5269,7912
"GA","Emanuel County",13107,2433,5330,7838
"GA","Evans County",13109,1130,2404,3602
"GA","Fannin County",13111,1920,9622,11764
"GA","Fayette County",13113,23255,35034,60387
"GA","Floyd County",13115,9127,24045,34250
"GA","Forsyth County",13117,23427,69801,97314
"GA","Franklin County",13119,1243,7054,8474
"GA","Fulton County",13121,281875,110372,407173
"GA","Gilmer County",13123,1955,10465,12713
"GA","Glascock County",13125,138,1235,1390
"GA","Glynn County",13127,11738,21482,34041
"GA","Gordon County",13129,3176,15171,18850
"GA","Grady County",13131,3005,6047,9187
"GA","Greene County",13133,3194,5488,8831
"GA","Gwinnett County",13135,165063,146463,323931
"GA","Habersham County",13137,2483,13184,16128
"GA","Hall County",13139,16153,51681,70133
"GA","Hancock County",13141,2695,841,3572
"GA","Haralson County",13143,1474,9579,11317
"GA","Harris County",13145,4082,11931,16392
"GA","Hart County",13147,2583,7285,10077
"GA","Heard County",13149,743,3370,4206
"GA","Henry County",13151,49902,45641,98037
"GA","Houston County",13153,22460,35351,59559
"GA","Irwin County",13155,890,2711,3659
"GA","Jackson County",13157,4469,21754,27057
"GA","Jasper County",13159,1544,4353,6016
"GA","Jeff Davis County",13161,901,4102,5089
"GA","Jefferson County",13163,3809,3057,6934
"GA","Jenkins County",13165,1108,1892,3034
"GA","Johnson County",13167,1136,2519,3682
"GA","Jones County",13169,3960,8304,12524
"GA","Lamar County",13171,2267,5183,7575
"GA","Lanier County",13173,805,1984,2861
"GA","Laurens County",13175,6737,12401,19448
"GA","Lee County",13177,3166,10641,14106
"GA","Liberty County",13179,9531,6125,16082
"GA","Lincoln County",13181,1271,2759,4100
"GA","Long County",13183,1356,2623,4109
"GA","Lowndes County",13185,14614,21308,36813
"GA","Lumpkin County",13187,2216,9613,12324
"GA","Macon County",13193,2705,1540,4287
"GA","Madison County",13195,2423,9195,11945
"GA","Marion County",13197,1213,1921,3183
"GA","McDuffie County",13189,3699,5432,9268
"GA","McIntosh County",13191,2298,3482,5893
"GA","Meriwether County",13199,3800,5216,9181
"GA","Miller County",13201,622,1888,2540
"GA","Mitchell County",13205,3492,4272,7857
"GA","Monroe County",13207,3570,8821,12675
"GA","Montgomery County",13209,847,2668,3560
"GA","Morgan County",13211,2658,6559,9435
"GA","Murray County",13213,1799,10340,12422
"GA","Muscogee County",13215,39602,26901,68320
"GA","Newton County",13217,21936,20907,43787
"GA","Oconee County",13219,5253,12885,19030
"GA","Oglethorpe County",13221,1829,4622,6650
"GA","Paulding County",13223,18004,44646,64601
"GA","Peach County",13225,5083,5405,10699
"GA","Pickens County",13227,1977,11651,13982
"GA","Pierce County",13229,903,6301,7297
"GA","Pike County",13231,1239,7273,8675
"GA","Polk County",13233,2863,11006,14158
"GA","Pulaski County",13235,1104,2436,3598
"GA","Putnam County",13237,2745,6516,9431
"GA","Quitman County",13239,461,575,1044
"GA","Rabun County",13241,1443,6287,7949
"GA","Randolph County",13243,1597,1270,2895
"GA","Richmond County",13245,48707,24441,74952
"GA","Rockdale County",13247,23206,13463,37589
"GA","Schley County",13249,401,1472,1909
"GA","Screven County",13251,2300,3305,5699
"GA","Seminole County",13253,1186,2343,3577
"GA","Spalding County",13255,9347,15636,25940
"GA","Stephens County",13257,1835,7682,9760
"GA","Stewart County",13259,1220,805,2053
"GA","Sumter County",13261,5520,5275,10973
"GA","Talbot County",13263,2001,1196,3243
"GA","Taliaferro County",13265,545,349,897
"GA","Tattnall County",13267,1678,5092,6879
"GA","Taylor County",13269,1295,2062,3402
"GA","Telfair County",13271,1313,2449,3794
"GA","Terrell County",13273,2267,1872,4179
"GA","Thomas County",13275,7138,11225,18730
"GA","Tift County",13277,3892,8680,12796
"GA","Toombs County",13279,2338,6612,9108
"GA","Towns County",13281,1206,5377,6726
"GA","Treutlen County",13283,860,1808,2700
"GA","Troup County",13285,9597,15643,25793
"GA","Turner County",13287,1243,2094,3390
"GA","Twiggs County",13289,1970,2034,4053
"GA","Union County",13291,1962,9849,12039
"GA","Upson County",13293,3471,7288,10924
"GA","Walker County",13295,4213,18938,23939
"GA","Walton County",13297,8279,31093,40425
"GA","Ware County",13299,3436,8508,12150
"GA","Warren County",13301,1313,991,2332
"GA","Washington County",13303,4187,4138,8422
"GA","Wayne County",13305,2039,8147,10376
"GA","Webster County",13307,471,630,1114
"GA","Wheeler County",13309,646,1421,2102
"GA","White County",13311,1672,9751,11771
"GA","Whitfield County",13313,7925,21514,30362
"GA","Wilcox County",13315,852,2096,2973
"GA","Wilkes County",13317,1844,2569,4470
"GA","Wilkinson County",13319,1893,2332,4276
"GA","Worth County",13321,2015,6144,8266
"HI","Hawaii County",15001,41258,17500,64865
"HI","Honolulu County",15003,175634,90296,285683
"HI","Kauai County",15007,16456,7574,26335
"HI","Maui County",15009,33479,13445,51942
"IA","Adair County",19001,1127,2456,3759
"IA","Adams County",19003,565,1393,2082
"IA","Allamakee County",19005,2409,4072,6837
"IA","Appanoose County",19007,1813,4031,6096
"IA","Audubon County",19009,1079,2135,3379
"IA","Benton County",19011,4672,8226,13690
"IA","Black Hawk County",19013,32006,27382,63221
"IA","Boone County",19015,5517,7458,13984
"IA","Bremer County",19017,5349,7199,13350
"IA","Buchanan County",19019,3966,5504,10137
"IA","Buena Vista County",19021,2851,4895,8179
"IA","Butler County",19023,2163,4918,7457
"IA","Calhoun County",19025,1396,3466,5105
"IA","Carroll County",19027,3305,6627,10435
"IA","Cass County",19029,1946,4755,7055
"IA","Cedar County",19031,3578,5275,9386
"IA","Cerro Gordo County",19033,9840,11583,22633
"IA","Cherokee County",19035,1676,4188,6186
"IA","Chickasaw County",19037,2264,3739,6367
"IA","Clarke County",19039,1463,2706,4405
"IA","Clay County",19041,2246,5870,8542
"IA","Clayton County",19043,3236,5309,9098
"IA","Clinton County",19045,10079,11249,22748
"IA","Crawford County",19047,1985,4608,6862
"IA","Dallas County",19049,15662,19288,37617
"IA","Davis County",19051,976,2721,3858
"IA","Decatur County",19053,1201,2296,3703
"IA","Delaware County",19055,2956,5688,9165
"IA","Des Moines County",19057,8178,9479,18713
"IA","Dickinson County",19059,3051,6743,10247
"IA","Dubuque County",19061,22774,23384,49037
"IA","Emmet County",19063,1356,3121,4707
"IA","Fayette County",19065,3666,5591,9813
"IA","Floyd County",19067,3177,4371,7985
"IA","Franklin County",19069,1490,3153,4915
"IA","Fremont County",19071,959,2401,3554
"IA","Greene County",19073,1688,2819,4762
"IA","Grundy County",19075,1847,4516,6766
"IA","Guthrie County",19077,1720,3603,5654
"IA","Hamilton County",19079,2715,4450,7589
"IA","Hancock County",19081,1582,3972,5815
"IA","Hardin County",19083,2774,5231,8423
"IA","Harrison County",19085,2123,4892,7378
"IA","Henry County",19087,2897,5764,9286
"IA","Howard County",19089,1674,2611,4507
"IA","Humboldt County",19091,1251,3564,5033
"IA","Ida County",19093,792,2655,3590
"IA","Iowa County",19095,3070,5193,8789
"IA","Jackson County",19097,3837,5821,10204
"IA","Jasper County",19099,7108,10556,18776
"IA","Jefferson County",19101,3702,3738,8001
"IA","Johnson County",19103,49942,20993,75637
"IA","Jones County",19105,3779,5718,10011
"IA","Keokuk County",19107,1265,3385,4858
"IA","Kossuth County",19109,2529,5637,8505
"IA","Lee County",19111,6195,8762,15893
"IA","Linn County",19113,58481,48183,114664
"IA","Louisa County",19115,1643,3060,4943
"IA","Lucas County",19117,1236,2873,4297
"IA","Lyon County",19119,917,5188,6336
"IA","Madison County",19121,2666,5336,8523
"IA","Mahaska County",19123,2606,7404,10494
"IA","Marion County",19125,5469,10940,17554
"IA","Marshall County",19127,7623,9125,17700
"IA","Mills County",19129,2080,5050,7608
"IA","Mitchell County",19131,1879,3180,5360
"IA","Monona County",19133,1244,3115,4525
"IA","Monroe County",19135,1053,2635,3844
"IA","Montgomery County",19137,1312,3431,4998
"IA","Muscatine County",19139,8284,9549,19086
"IA","O'Brien County",19141,1314,5735,7348
"IA","Osceola County",19143,552,2528,3197
"IA","Page County",19145,1801,4875,6968
"IA","Palo Alto County",19147,1395,3079,4674
"IA","Plymouth County",19149,2878,9659,13057
"IA","Pocahontas County",19151,962,2692,3831
"IA","Polk County",19153,119671,93421,228420
"IA","Pottawattamie County",19155,15341,24441,42226
"IA","Poweshiek County",19157,4272,4936,9693
"IA","Ringgold County",19159,753,1820,2684
"IA","Sac County",19161,1269,3692,5158
"IA","Scott County",19163,40302,39083,84878
"IA","Shelby County",19165,1649,4340,6270
"IA","Sioux County",19167,2289,14761,17989
"IA","Story County",19169,25085,19111,48910
"IA","Tama County",19171,3194,4968,8636
"IA","Taylor County",19173,755,2108,3003
